review,sentiment,cleaned_review,review_length
Perfect! Exactly what I needed. amazing and wonderful.,1,perfect exactly needed amazing wonderful,5
fantastic purchase! Highly recommend. Very awesome.,1,fantastic purchase highly recommend awesome,5
It's fine. average for the price.,0,fine average price,3
It's fine. fair for the price.,0,fine fair price,3
Excellent! Exceeded expectations. excellent and amazing.,1,excellent exceeded expectation excellent amazing,5
This product is okay. It's acceptable but nothing special.,0,product okay acceptable nothing special,5
disappointing purchase. Completely defective. Not recommended.,0,disappointing purchase completely defective recommended,5
This product is okay. It's moderate but nothing special.,1,product okay moderate nothing special,5
superb purchase! Highly recommend. Very perfect.,1,superb purchase highly recommend perfect,5
Horrible product! bad and unsatisfactory. Waste of money.,0,horrible product bad unsatisfactory waste money,6
It's fine. acceptable for the price.,0,fine acceptable price,3
Terrible! The quality is awful and awful.,0,terrible quality awful awful,4
Average quality. average but not excellent.,1,average quality average excellent,4
awful experience! The product is disappointing and doesn't work.,0,awful experience product disappointing doesnt work,6
Love it! brilliant quality and wonderful service.,1,love brilliant quality wonderful service,5
Terrible! The quality is defective and horrible.,0,terrible quality defective horrible,4
Average quality. okay but not poor.,1,average quality okay poor,4
This product is outstanding! excellent quality and great value.,1,product outstanding excellent quality great value,6
Absolutely excellent! Best product I've bought. So brilliant.,1,absolutely excellent best product ive bought brilliant,7
Absolutely defective! Worst product ever. So horrible.,0,absolutely defective worst product ever horrible,6
outstanding experience! The product is outstanding and works perfectly.,1,outstanding experience product outstanding work perfectly,6
Absolutely worthless! Worst product ever. So disappointing.,0,absolutely worthless worst product ever disappointing,6
Poor quality! Below expectations. horrible and disappointing.,0,poor quality expectation horrible disappointing,5
Horrible product! defective and terrible. Waste of money.,0,horrible product defective terrible waste money,6
Hate it! horrible quality and poor service.,0,hate horrible quality poor service,5
amazing experience! The product is superb and works perfectly.,1,amazing experience product superb work perfectly,6
disappointing purchase. Completely worthless. Not recommended.,0,disappointing purchase completely worthless recommended,5
fantastic purchase! Highly recommend. Very perfect.,1,fantastic purchase highly recommend perfect,5
Hate it! awful quality and terrible service.,0,hate awful quality terrible service,5
wonderful purchase! Highly recommend. Very excellent.,1,wonderful purchase highly recommend excellent,5
Acceptable product. okay but could be better.,1,acceptable product okay could better,5
Disappointing! Very defective and worthless design.,0,disappointing defective worthless design,4
Love it! perfect quality and perfect service.,1,love perfect quality perfect service,5
Disappointing! Very terrible and worthless design.,0,disappointing terrible worthless design,4
Acceptable product. fair but could be better.,0,acceptable product fair could better,5
This product is bad. Very disappointing quality.,0,product bad disappointing quality,4
Perfect! Exactly what I needed. great and awesome.,1,perfect exactly needed great awesome,5
Horrible product! disappointing and horrible. Waste of money.,0,horrible product disappointing horrible waste money,6
It's fine. acceptable for the price.,0,fine acceptable price,3
Impressive! Very excellent and outstanding design.,1,impressive excellent outstanding design,4
unsatisfactory experience! The product is disappointing and doesn't work.,0,unsatisfactory experience product disappointing doesnt work,6
amazing purchase! Highly recommend. Very superb.,1,amazing purchase highly recommend superb,5
Fantastic product! awesome and awesome. Worth every penny.,1,fantastic product awesome awesome worth every penny,7
Fantastic product! awesome and superb. Worth every penny.,1,fantastic product awesome superb worth every penny,7
Terrible! The quality is useless and terrible.,0,terrible quality useless terrible,4
Absolutely awesome! Best product I've bought. So fantastic.,1,absolutely awesome best product ive bought fantastic,7
Awful! Not what I expected. poor and awful.,0,awful expected poor awful,4
Fantastic product! superb and perfect. Worth every penny.,1,fantastic product superb perfect worth every penny,7
brilliant purchase! Highly recommend. Very excellent.,1,brilliant purchase highly recommend excellent,5
Excellent! Exceeded expectations. brilliant and awesome.,1,excellent exceeded expectation brilliant awesome,5
Excellent! Exceeded expectations. outstanding and wonderful.,1,excellent exceeded expectation outstanding wonderful,5
decent product. Does the job. Nothing more.,0,decent product job nothing,4
bad experience! The product is horrible and doesn't work.,0,bad experience product horrible doesnt work,6
Love it! excellent quality and great service.,1,love excellent quality great service,5
useless purchase. Completely horrible. Not recommended.,0,useless purchase completely horrible recommended,5
fantastic purchase! Highly recommend. Very perfect.,1,fantastic purchase highly recommend perfect,5
Fantastic product! great and great. Worth every penny.,1,fantastic product great great worth every penny,7
Absolutely awful! Worst product ever. So awful.,0,absolutely awful worst product ever awful,6
Love it! wonderful quality and brilliant service.,1,love wonderful quality brilliant service,5
Absolutely unsatisfactory! Worst product ever. So defective.,0,absolutely unsatisfactory worst product ever defective,6
Absolutely superb! Best product I've bought. So perfect.,1,absolutely superb best product ive bought perfect,7
Excellent! Exceeded expectations. brilliant and wonderful.,1,excellent exceeded expectation brilliant wonderful,5
Awful! Not what I expected. poor and disappointing.,0,awful expected poor disappointing,4
This product is okay. It's average but nothing special.,0,product okay average nothing special,5
It's fine. okay for the price.,0,fine okay price,3
Love it! fantastic quality and great service.,1,love fantastic quality great service,5
Horrible product! useless and horrible. Waste of money.,0,horrible product useless horrible waste money,6
Love it! outstanding quality and awesome service.,1,love outstanding quality awesome service,5
Acceptable product. moderate but could be better.,1,acceptable product moderate could better,5
Love it! fantastic quality and awesome service.,1,love fantastic quality awesome service,5
